,Country,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
132,Peru,Developing,73.6625,122.4375,189,4.278666666666666,417.078699565,83.6923076923077,6,44.86875,242,82.8125,4.926666666666667,81.0,0.29375,2928.543541625,16854321.6875,1.21875,1.21875,0.70325,13.30625
133,Philippines,Developing,67.575,217.9375,979,4.510666666666666,89.55657082675,62.125,114315,19.1875,1261,78.1875,3.905333333333333,79.125,0.1,1397.1361066875,37265400.3125,1.0,9.69375,0.6504375,11.54375
134,Poland,Developed,75.65,107.5625,36,9.998666666666667,310.682268485,97.375,759,53.73125,43,96.75,6.379333333333333,98.75,0.1,6792.5636004375,16053249.625,2.20625,2.3625,0.8131875,15.25
135,Portugal,Developed,79.99375,58.875,3,12.211333333333334,1614.89704591875,87.625,116,43.63125,6,96.5,7.952666666666667,97.0,0.1,11598.62553125,1032225.375,0.71875,0.5375,0.805,15.9375
136,Qatar,Developing,77.03125,75.375,0,1.0813333333333333,2466.8550051575,95.0625,1540,65.65,0,95.875,2.6013333333333337,89.6875,0.1,40748.444104375,,4.95625,4.5875,0.828375,12.85
137,Republic of Korea,Developing,80.4875,76.1875,34,8.855333333333334,0.0,95.125,56775,23.24375,41,91.25,5.912000000000001,96.0625,0.1,,,1.5375,1.01875,,
138,Republic of Moldova,Developing,69.98125,210.3125,16,9.545333333333334,0.0,95.0,6254,43.90625,17,94.9375,6.956666666666666,72.8125,0.1,,,3.025,3.2,,
139,Romania,Developed,74.05,156.0625,45,8.968666666666667,426.536634242625,91.8125,21851,52.25,52,94.75,5.2780000000000005,95.0,0.1,4258.9400543125,9206345.625,3.16875,3.50625,0.762625,13.925
140,Russian Federation,Developing,67.7625,224.5625,267,11.127999999999998,326.084075064875,92.33333333333333,25863,53.31875,309,97.5625,6.223333333333333,97.125,0.2625,6545.137359,59762085.625,2.44375,2.60625,0.7621875,13.74375
141,Rwanda,Developing,59.3125,246.8125,332,5.635999999999999,20.1913534375,96.0,8094,14.75,513,88.5,6.350666666666667,89.375,4.425,300.01801709375,3735506.5625,6.63125,6.65625,0.4176875,9.2875
142,Saint Kitts and Nevis,Developing,,,0,8.54,0.0,97.0,0,5.2,0,96.0,6.14,96.0,0.1,,,3.7,3.6,0.749,13.4
143,Saint Lucia,Developing,73.6,146.25,0,11.511333333333333,0.0,89.28571428571429,0,39.59375,0,84.875,6.922666666666667,83.8125,0.15000000000000002,,,4.35,4.38125,0.66475,12.70625
144,Saint Vincent and the Grenadines,Developing,73.475,152.0625,0,6.11,0.0,93.0,0,41.99375,0,97.875,4.816,98.3125,0.28125,,,3.6625,3.6125,0.65725,13.18125
145,Samoa,Developing,73.61875,133.5625,0,2.704,254.597017984375,54.9375,9,62.90625,0,57.25,5.325333333333333,62.9375,0.1,2121.6206485000002,131440.125,0.2,0.16875,0.6784375,12.64375
146,San Marino,Developing,,,0,0.01,0.0,69.0,0,,0,69.0,6.5,69.0,0.1,,,,,,15.1
147,Sao Tome and Principe,Developing,65.1625,164.9375,0,4.191333333333334,52.315094208812496,83.3076923076923,0,20.85,0,90.5625,6.585999999999999,95.125,0.96875,771.0348342533333,108853.9375,6.6375,6.55625,0.52825,10.25625
148,Saudi Arabia,Developing,73.46875,52.125,138,0.07466666666666667,838.506400329375,96.8125,12149,55.3125,160,96.8125,3.924666666666667,96.875,0.1,10689.0529458125,,7.35625,7.36875,0.782625,13.2875
149,Senegal,Developing,62.56875,174.1875,357,0.30933333333333335,21.4864262246875,86.41666666666667,51980,18.44375,586,75.4375,4.938,78.3125,0.53125,274.61116614375,5413842.6875,8.09375,7.9875,0.4325625,7.125
150,Serbia,Developing,73.95625,130.4375,16,8.682666666666668,464.7447380456875,90.75,1181,52.1375,17,94.625,6.198666666666667,93.3125,0.1,3674.5424077625003,3608279.875,2.39375,2.425,0.7416874999999999,13.53125
151,Seychelles,Developing,72.375,161.1875,0,6.201333333333333,466.8304218925,98.6875,11,28.40625,0,98.5,3.802,98.5,0.1,6496.3023970625,61543.8125,5.90625,6.3,0.6908124999999999,12.90625
152,Sierra Leone,Developing,46.1125,357.8125,441,3.1546666666666665,29.105578593562498,83.44444444444444,10782,18.30625,670,71.75,9.218,72.125,1.51875,271.50556128125,3336264.5625,7.68125,7.1,0.3618125,8.23125
153,Singapore,Developed,81.475,62.0,0,1.7625,2332.57175895,95.875,1372,25.90625,0,96.125,3.688,96.1875,0.1,32790.105906875004,,2.125,2.06875,0.866875,13.98125
154,Slovakia,Developed,74.75,118.0625,0,10.473333333333333,0.0,98.5625,4,51.81875,2,98.4375,7.376,98.625,0.1,,,1.34375,1.425,0.8033125,14.35
155,Slovenia,Developed,79.73125,76.4375,0,10.754666666666667,1556.33454500875,,97,52.2,0,95.1875,8.855333333333334,95.0,0.1,11441.0443775,401279.0625,1.76875,1.79375,0.8604375,16.475
156,Solomon Islands,Developing,67.7125,140.0625,0,0.8006666666666666,112.02741557056251,78.625,0,39.175,0,87.75,6.267333333333334,75.375,0.1,801.912383175,329044.1875,1.24375,1.2625,0.48025,8.6375
157,Somalia,Developing,53.31875,316.75,798,0.01,0.0,42.0,87905,18.6875,1289,29.8125,,29.3125,0.8375,297.47334513333334,,7.26875,7.08125,,
158,South Africa,Developing,57.5,412.75,779,7.588666666666667,616.359643518125,66.5,24096,38.15,1117,65.3125,8.306000000000001,70.1875,18.49375,4869.4270436875,29213839.465,9.175,11.075000000000001,0.6290625,12.89375
159,South Sudan,Developing,53.875,346.3125,444,,8.2410769375,31.0,5052,,692,44.0,2.7100000000000004,47.0,3.69375,1092.233630625,3750827.125,,,0.13168749999999999,1.53125
160,Spain,Developed,82.06875,63.625,26,10.024,2332.680183884375,92.5,7198,58.66875,30,96.75,8.536666666666667,96.75,0.1,17093.459736875,26542854.125,0.6,0.5,0.8505625,16.35625
161,Sri Lanka,Developing,73.4,144.375,64,2.096,59.75360089375,90.61538461538461,22727,17.275,76,98.375,3.771333333333333,98.4375,0.1,1040.110189675,10844.8125,15.325000000000001,15.36875,0.7251875,13.21875
162,Sudan,Developing,61.825,240.3125,1034,1.458,97.69844266625,72.36363636363636,49728,,1546,72.25,5.695333333333333,72.375,0.25,1192.79795343125,18046515.125,,,0.441,6.375
163,Suriname,Developing,70.08125,166.0,0,4.984,508.494032814375,85.27272727272727,0,50.15625,0,78.25,6.6626666666666665,82.5625,0.7625,4781.2168219375,190916.625,3.5125,3.45625,0.4810625,11.825
164,Swaziland,Developing,51.325,339.0,42,4.463333333333334,278.0997131315,76.0,786,25.5,59,89.0,7.308666666666666,83.75,32.94375,2165.0908375,457303.0625,6.475,6.63125,0.5156875,10.35
165,Sweden,Developed,82.51875,59.1875,0,6.926666666666667,4438.16315355,59.2,303,56.25,0,98.3125,9.932666666666668,98.3125,0.1,29334.990639375,5514868.3125,1.35,1.3062500000000001,0.8931250000000001,15.86875
166,Switzerland,Developed,82.33125,55.75,0,10.338,9801.81037748125,,6360,51.4375,0,95.375,6.0873333333333335,94.5625,0.1,57362.87460125,5913241.8125,0.5375,0.39375,0.9110625,15.39375
167,Syrian Arab Republic,Developing,70.85,139.625,128,0.8046666666666666,39.2994856325,64.125,4731,47.3125,153,64.8125,3.9466666666666668,48.4375,0.1,1087.435773875,6741444.8125,6.45,6.25625,0.6180625,10.98125
168,Tajikistan,Developing,66.65625,177.5625,171,0.33066666666666666,17.2771924581875,84.42857142857143,3331,33.1125,204,88.3125,5.648,89.25,0.25625,335.84172523125,4751355.0,3.80625,3.85,0.5838125,10.68125
169,Thailand,Developing,73.08125,160.375,194,6.131333333333333,401.2599634,97.0,68991,21.59375,226,98.3125,3.7573333333333334,98.1875,0.3875,3494.781701625,31170509.5,8.54375,8.7,0.6946875,12.55
170,The former Yugoslav republic of Macedonia,Developing,74.1125,60.8125,0,1.8586666666666667,0.0,83.54545454545455,1196,52.90625,0,95.5,7.5360000000000005,94.875,0.1,,,2.43125,2.45625,0.45575,12.38125
171,Timor-Leste,Developing,64.75625,170.375,38,0.23533333333333334,21.187523274500002,76.0,1361,14.55,48,63.214285714285715,1.6466666666666667,64.21428571428571,0.1,551.7106493125,460195.625,10.525,11.69375,0.517625,10.7
172,Togo,Developing,56.6625,311.3125,227,0.9473333333333334,23.705604090625002,76.625,8520,17.99375,343,67.1875,5.243333333333334,74.3125,3.8625,317.20409206875,3722045.5625,7.86875,7.7375,0.4459375,10.65
173,Tonga,Developing,72.53125,129.625,0,1.1673333333333333,323.8093429281875,75.5,4,62.94375,0,76.875,5.206,70.3125,0.1,1981.5551861874999,26589.8125,0.1,0.1,0.6988125,14.21875
174,Trinidad and Tobago,Developing,71.06875,163.375,0,6.044666666666667,559.314872033125,54.92857142857143,0,37.73125,4,76.4375,5.199333333333333,66.5,0.625,7741.7480900625,776133.125,6.1375,6.50625,0.753375,12.33125
175,Tunisia,Developing,74.35625,18.75,52,1.3106666666666666,366.74126047625,96.75,531,48.25625,59,97.6875,6.052666666666667,97.6875,0.1,3044.081488375,3274493.1875,6.40625,6.3375,0.692625,14.05625
176,Turkey,Developing,73.9125,98.375,431,1.4213333333333333,253.4171775340625,87.0625,84367,56.4125,516,80.8125,5.617999999999999,80.75,0.1,3983.91772175,33501352.8125,5.0125,4.85,0.7033125,12.675
177,Turkmenistan,Developing,64.61874999999999,214.8125,105,2.6546666666666665,187.7819875550625,97.28571428571429,242,38.11875,129,95.5625,2.8286666666666664,96.375,0.1,2511.6115398624997,2635550.1875,3.3375,3.3625,0.211625,9.83125
178,Tuvalu,Developing,,,0,0.01,78.28120317,9.0,0,79.3,0,9.0,16.61,9.0,0.1,3542.13589,1819.0,0.2,0.1,,0.0
179,Uganda,Developing,55.70625,300.1875,1435,8.050666666666666,47.692108349562496,63.42857142857143,198314,15.525,2222,65.4375,8.542,64.875,7.65,421.04849634375,15540587.125,6.2625,6.25625,0.4453125,10.59375
180,Ukraine,Developing,69.9375,205.75,81,7.3693333333333335,169.42733017693752,54.625,86323,50.89375,95,81.4375,6.777333333333333,70.0,0.5375,1577.293328625,10004933.25,2.575,2.675,0.7165625,14.60625
181,United Arab Emirates,Developing,75.7,67.0625,16,1.75,1886.73158978125,93.875,1210,53.80625,16,95.0625,3.0366666666666666,94.625,0.1,22110.36698625,,5.1812499999999995,4.96875,0.8195625,12.8125
182,United Kingdom of Great Britain and Northern Ireland,Developed,80.79375,70.375,58,11.13125,0.0,,11452,55.3875,65,92.875,8.533999999999999,92.875,0.1,,,0.75,0.50625,,
183,United Republic of Tanzania,Developing,56.00625,304.4375,1524,3.582666666666667,0.0,73.5,53577,17.31875,2291,83.375,4.701333333333333,74.6875,7.275,,,7.425,7.35625,,
184,United States of America,Developed,78.0625,58.1875,419,8.579333333333333,0.0,81.375,2090,58.45,492,82.125,15.863333333333333,95.125,0.1,,,0.73125,0.60625,,
185,Uruguay,Developing,76.075,119.9375,9,6.172666666666667,621.8389194,94.3125,0,52.925,12,94.25,8.75,89.125,0.1,7192.5848745,2396771.125,1.6,1.54375,0.765625,15.23125
186,Uzbekistan,Developing,68.03125,184.8125,351,1.6086666666666667,44.3734502649375,95.64285714285714,3335,34.80625,411,98.5625,5.638000000000001,98.4375,0.20625000000000002,651.09235893125,903631.6875,3.14375,3.175,0.603,11.64375
187,Vanuatu,Developing,71.3875,137.875,0,0.8066666666666666,282.32574587,56.125,334,44.25625,0,66.1875,3.9286666666666665,59.0625,0.1,2000.245518125,123096.1875,1.56875,1.49375,0.3675,10.56875
188,Venezuela (Bolivarian Republic of),Developing,73.3875,163.0,150,7.42,0.0,66.25,2640,54.4875,172,74.6875,4.998666666666667,68.5,0.1,,,1.6500000000000001,1.5625,0.7268125,12.7875
189,Viet Nam,Developing,74.775,126.5625,467,3.0873333333333335,0.0,87.53846153846153,67727,11.1875,584,94.9375,5.977333333333333,91.75,0.14375000000000002,,,14.925,15.625,0.6270625,11.5125
190,Yemen,Developing,63.8625,211.8125,630,0.04733333333333333,0.0,55.6875,44179,33.4875,826,67.125,5.005333333333334,72.625,0.1,,,13.83125,13.75,0.4755,8.50625
191,Zambia,Developing,53.90625,354.3125,535,2.2393333333333336,89.650406851125,69.81818181818181,105021,17.45,838,64.375,5.824,74.25,11.93125,811.81184051875,6260246.4375,6.88125,6.7625,0.4984375,11.2125
192,Zimbabwe,Developing,50.4875,462.375,425,4.482,20.364271458875,70.5625,14768,25.1375,653,75.625,6.158666666666666,75.1875,23.2625,410.98019376875,8021343.0625,7.0125,6.9875,0.439125,9.825
